timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
968000,968000,1310988,-0.0005326322,0.0,0.0,14.67484,0,1
1971000,1971000,1310988,0.0005326322,0.0,-0.0005326322,14.675728,0,1
2960000,2960000,1310988,0.0,0.0005326322,0.0005326322,14.676134,0,1
3965000,3965000,1310988,-0.0010652645,0.0,-0.0005326322,14.675458,0,1
4967000,4967000,1310988,0.0,-0.0005326322,0.0005326322,14.6758175,0,1
5972000,5972000,1310988,0.0,-0.0005326322,0.0005326322,14.675279,0,1
6976000,6976000,1310988,0.0,0.0,0.0,14.676221,0,1
7967000,7967000,1310988,-0.0005326322,0.0,0.0,14.67591,0,1
8971000,8971000,1310988,-0.0005326322,0.0,-0.0005326322,14.674859,0,1
9975000,9975000,1310988,0.0,-0.0005326322,0.0,14.67535,0,1
10967000,10967000,1310988,0.0005326322,0.0,0.0,14.676037,0,1
11963000,11963000,1310988,0.0,-0.0005326322,-0.0005326322,14.675864,0,1
12972000,12972000,1310988,0.0,0.0005326322,0.0005326322,14.67468,0,1
13968000,13968000,1310988,0.0,0.0,0.0005326322,14.676036,0,1
14976000,14976000,1310988,0.0,0.0005326322,-0.0005326322,14.67548,0,1
15975000,15975000,1310988,-0.0005326322,0.0005326322,-0.0010652645,14.67584,0,1
16968000,16968000,1310988,0.0,0.0005326322,0.0,14.675223,0,1
17968000,17968000,1310988,0.0,-0.0005326322,0.0,14.67606,0,1
18972000,18972000,1310988,-0.0005326322,0.0,-0.0005326322,14.675882,0,1
19972000,19972000,1310988,-0.0010652645,0.0005326322,-0.0005326322,14.675564,0,1
20963000,20963000,1310988,0.0,-0.0010652645,-0.0005326322,14.675696,0,1
21971000,21971000,1310988,0.0005326322,-0.00479369,-0.0005326322,14.675637,0,1
22965000,22965000,1310988,0.007989483,0.0037284256,0.0,14.673657,0,1
23973000,23973000,1310988,-0.0026631611,0.0010652645,-0.0010652645,14.672853,0,1
24967000,24967000,1310988,-0.002130529,-0.0058589545,0.0,14.671582,0,1
25972000,25972000,1310988,-0.0010652645,-0.007456851,0.0005326322,14.67142,0,1
26966000,26966000,1310988,0.0,0.0010652645,-0.0010652645,14.671329,0,1
27976000,27976000,1310988,0.0,-0.0026631611,0.0005326322,14.671576,0,1
28963000,28963000,1310988,0.0005326322,0.00479369,0.0,14.670389,0,1
29960000,29960000,1310988,-0.0015978967,0.007989483,-0.0010652645,14.671344,0,1
30967000,30967000,1310988,0.0005326322,0.0053263223,0.0005326322,14.670714,0,1
31964000,31964000,1310988,-0.0010652645,0.0005326322,-0.0005326322,14.670196,0,1
32965000,32965000,1310988,0.0037284256,0.0037284256,0.0005326322,14.671722,0,1
33968000,33968000,1310988,-0.0015978967,0.007456851,0.0010652645,14.671049,0,1
34965000,34965000,1310988,0.0015978967,-0.00479369,-0.0010652645,14.6701355,0,1
35972000,35972000,1310988,0.0,0.0026631611,0.0,14.670367,0,1
36976000,36976000,1310988,0.0031957934,-0.0005326322,-0.0005326322,14.670211,0,1
37968000,37968000,1310988,0.0058589545,-0.0015978967,0.0,14.670144,0,1
38975000,38975000,1310988,0.0005326322,-0.0010652645,-0.0005326322,14.670393,0,1
39968000,39968000,1310988,-0.0053263223,-0.0037284256,0.0010652645,14.670775,0,1
40960000,40960000,1310988,0.0,-0.0037284256,0.0,14.670908,0,1
41965000,41965000,1310988,0.0010652645,0.0127831735,-0.002130529,14.671727,0,1
42964000,42964000,1310988,-0.0010652645,0.0037284256,0.0,14.670527,0,1
43970000,43970000,1310988,-0.007989483,-0.0031957934,0.0,14.670348,0,1
44967000,44967000,1310988,0.0015978967,-0.0010652645,-0.0005326322,14.671005,0,1
45962000,45962000,1310988,0.0644485,0.032490566,0.06764429,14.671039,0,1
46976000,46976000,1310988,-0.0053263223,-0.0026631611,0.00958738,14.675088,0,1
47963000,47963000,1310988,0.0010652645,-0.0010652645,0.0010652645,14.675196,0,1
48965000,48965000,1310988,-0.0005326322,-0.0010652645,0.0,14.675304,0,1
49958000,49958000,1310988,0.0010652645,0.0005326322,0.0,14.674945,0,1
50964000,50964000,1310988,0.0005326322,0.0,-0.0005326322,14.676176,0,1
