x,y,z,vx,vy,vz,ax,ay,az,DTMode
0.07963324,0.033180494,-0.70713353,-0.010629994,-0.00513599,0.0015850146,-0.01402365,0.025356606,0.063131556,2_7
0.07913872,0.031789172,-0.70540136,-0.009453847,-0.0018252996,0.02376726,0.044620223,0.10140251,0.47542244,2_7
0.07907358,0.031936765,-0.69865793,-0.007399238,0.01216352,0.12057006,0.0053137373,0.17420185,1.6748823,2_7
0.078625694,0.033623133,-0.66981286,-0.006350915,0.01840448,0.32972172,0.034524508,-0.052153297,1.9891098,2_7
0.0788435,0.03442999,-0.6216578,-0.0037922398,0.0038005519,0.5351425,-0.01605895,-0.17996983,2.1896565,2_7
0.079646006,0.033157516,-0.55018055,-0.0036804513,-0.012493777,0.71819645,0.003307208,-0.12748194,1.3345271,2_7
0.08017321,0.03037516,-0.4625927,-0.0030127193,-0.02224959,0.7773163,0.01963582,-0.069315925,-0.14273821,2_7
0.081893526,0.026489306,-0.3713229,-0.0012189104,-0.023922669,0.7235342,0.008771488,0.03676939,-0.839659,2_7
0.08413752,0.023070483,-0.30457312,0.0003318945,-0.020341428,0.6544268,0.016137201,0.06109546,-0.79982054,2_7
0.08682155,0.019362103,-0.23979434,0.0018313257,-0.011783756,0.56339234,-0.018721154,0.11622473,-0.81865484,2_7
0.089407176,0.016883485,-0.19439985,0.0017174343,-0.003712183,0.5229019,-0.04112495,0.098262094,0.061379742,2_7
0.09116037,0.015359316,-0.14572306,-0.00013466335,0.004645224,0.55268145,-0.0013679436,0.057140674,0.4512751,2_7
0.09277169,0.015223032,-0.094458096,-0.0014470851,0.0102610905,0.59325534,-0.042464495,0.068386875,0.38015467,2_7
0.0956127,0.015935875,-0.030973522,-0.0023569616,0.01530348,0.6241338,-0.03661012,0.059644397,0.19808765,2_7
0.09791291,0.017378297,0.032828234,-0.0037015209,0.01813089,0.63969487,-0.0021261494,0.027477315,0.10763015,2_7
0.09973767,0.019403784,0.07213191,-0.0013110273,0.010350028,-0.0070247515,0.038412698,-0.10579897,0.98065287,2_7
0.10139204,0.019783655,0.061767697,-0.0006463358,0.007004533,0.0128516825,-0.011357316,-0.02806222,0.030768102,2_7
0.10284193,0.018960899,0.045771785,0.0009116897,0.0045704236,0.0034882487,0.010473801,0.012728082,0.039919276,2_7
0.10382369,0.01749577,0.034497835,0.0018872482,0.0041279085,-0.0037773978,0.004007216,0.015825156,-0.026710331,2_7
0.10443831,0.016088003,0.024294998,0.0020765583,0.0043708384,-0.006082224,-0.012088112,-0.009279882,-0.022021681,2_7
0.10432233,0.015904814,0.018158888,0.0023278028,0.0049234377,-0.00679298,0.0037985425,-0.0027994656,0.03487337,2_7
0.104037836,0.016160812,0.013993957,0.0022790805,0.0051397383,-0.009982416,-0.02050124,0.015648117,-0.0044055283,2_7
0.103554174,0.016278498,0.010985004,0.0029853054,0.0052351723,-0.010115346,0.0028428447,0.0012576442,0.09070709,2_7
0.10227199,0.016504496,0.008591565,0.0030059505,0.004629545,-0.010627612,-0.006558679,0.01792633,-0.007947534,2_7
0.100755244,0.016848626,0.00709201,0.0019464202,0.0043465197,-0.010340774,-0.010034074,0.020054046,-0.06908849,2_7
0.09904621,0.016571559,0.006151248,0.0024257286,0.003443583,-0.008864287,0.03713692,-0.02443901,0.08897608,2_7
0.09715984,0.015781773,0.006166184,0.0017363363,0.0029069346,-0.0050727203,-0.006955502,-0.0042754863,-0.09009614,2_7
0.09496439,0.015473206,0.0062047867,0.0014573969,0.0020943345,-0.005968235,-0.0018255231,-0.009888809,-0.049375925,2_7
0.09280276,0.015536291,0.006389422,0.0015324621,0.0014324827,-0.0052498793,0.028391035,-0.02508406,0.029607674,2_7
0.09135068,0.014932361,0.006703078,0.0020891235,0.0013095491,-0.0054297126,0.013082531,0.0010965414,-0.0076785684,2_7
0.09048139,0.01397909,0.0068984614,0.0011415229,0.0013011853,-0.006200732,-0.021252848,0.01274242,-0.039208677,2_7
0.08993691,0.013601747,0.0069895983,0.0022889632,0.001981019,-0.006879318,-0.00046422356,0.016647607,-0.0020459294,2_7
0.089035206,0.014097334,0.007285992,0.0024126824,0.0016770054,-0.004678874,0.0040812134,-0.027255975,0.0448795,2_7
0.08854797,0.014865002,0.0072697327,0.0021192508,0.0013883673,-0.0058734016,-0.014656039,-0.016609525,0.08967945,2_7
0.088974886,0.014805606,0.00692161,0.002705651,-0.0005463338,-0.004814492,-0.0200626,-0.015984591,-0.010021776,2_7
0.09067452,0.014411244,0.0066417996,0.0037617432,-0.0006305913,-0.005979801,-0.00577724,0.022067126,-0.022691365,2_7
0.09324724,0.014780785,0.006102296,0.004295628,-0.0011520273,-0.0065371264,-0.015738001,-0.023565706,0.017914921,2_7
0.095999815,0.015369334,0.005481092,0.005320331,-0.002224324,-0.006513837,-0.022029387,-0.00568488,0.0077677625,2_7
0.09784297,0.015926585,0.004561628,0.005328961,-0.0021219067,-0.010059202,-0.0032717616,-0.0012475426,-0.024469942,2_7
0.09924156,0.016274411,0.0035239123,0.0058657313,-0.002861333,-0.011938341,0.024859825,-0.011260511,0.0032906733,2_7
0.10025913,0.0167806,0.002524328,0.006117311,-0.0019241543,-0.013034284,-0.031477686,0.012159756,-0.06562657,2_7
0.10018944,0.017356332,0.0015212093,0.0050282325,-0.0008419615,-0.014586501,0.009473286,0.024904367,-0.008411705,2_7
0.099769965,0.017766725,0.0005717727,0.004512086,-0.0006457814,-0.014043015,-0.013253435,-0.028451795,-0.0107988715,2_7
0.09819489,0.018170115,-0.00013300694,0.0017303637,-0.00046570163,-0.013803639,-0.0043223104,0.00839298,0.03149267,2_7
0.096093684,0.018899662,-0.00088816305,0.0009391848,-0.00025242975,-0.014952521,0.024779823,-0.02408936,0.00250116,2_7
0.09388122,0.019910237,-0.001760789,-0.00021231131,0.00039333856,-0.013138043,-0.013250539,0.021954125,-0.005475245,2_7
0.09156571,0.02062257,-0.0024277205,-0.0010835148,0.0010282125,-0.012291515,-0.007671109,0.023832066,-0.059063543,2_7
0.08872247,0.021167118,-0.0029986547,-0.0016975029,0.000810826,-0.013638356,0.009880317,0.013163887,-0.03973301,2_7
0.08701973,0.021265483,-0.0035151301,-0.0020464177,0.00076400087,-0.013243257,-0.011596235,0.0045218826,-0.0067715137,2_7
0.08742503,0.021046953,-0.0038551209,-0.0017153043,0.0009575241,-0.011106179,-0.0016265729,0.007897063,0.05607245,2_7
